uncertainty method,rmse-mean,mae-mean,var-mean,nll-mean,ce-mean,rmse-std,mae-std,var-std,nll-std,ce-std
GraphCL-ensemble-s2,0.7267,0.5464,0.0474,11.3727,0.0530,0.0084,0.0077,0.0016,1.4097,0.0004
